hit_id,公司,cell_id,来源,引语或线索摘要,处置,理由,会话日期
先导基电+ANY+eqa核查,先导基电,ANY,人工,e互动答复0条,已入点,"已入点:P197@D13(2025年报:Micro-TEC产线建成+送样+光通讯应用);D13新格首点,TEC无格议题消解",2026-07-30
万源通+B1+p5w勘误,万源通,B1,人工,"""目前,公司已配合相关客户送样光通信产品,尚未形成量产订单"";""公司目前尚未进行800G光通信产品的生产""(全景网投关平台2026-03-27董秘回答)",驳回-证据不足,"撤点P127:原年报引语出自研发项目表窜行文本(入点时已注记风险),QA否认性回答明确送样阶段未量产——准披露渠道反证优先于表格窜行文本;快照corpus/qa/920060/qa.jsonl;可重启:量产订单披露",2026-07-28
中科仪+EQ1+p5w核查,中科仪,EQ1,人工,p5w平台71条已核查:募投高端半导体设备扩产;kimi线索为科研用MBE国产主要供应商,驳回-证据不足,"驳回-证据不足:科研级MBE自述可用于InP器件生产(2026-04-17)但无光通信应用/客户证据,对照KN001准入①;相邻能力观察,可重启:光通信外延设备订单/客户披露",2026-07-30
富士达+D4+p5w核查,富士达,D4,人工,"""积极拓展复合式多功能集成产品及陶瓷管壳类产品,重点布局航空航天、低空经济、商业卫星""(p5w 2025-11)",待判,"QA显示陶瓷管壳为拓展线且航天语境;已在册B2点(年报主要产品含光通信应用)保留,但D4归格与光通信占比待年报细读复核｜2026-08-23批量复核:05-21投关表先进陶瓷'通信设备等领域'泛口径,光通信占比仍待年报细读,未过闸",2026-08-23
则成电子+EMS1+p5w佐证,则成电子,EMS1,人工,"""已拿到1家光模块客户的供应商代码,四季度末有望完成小批量订单验证,力争实现光模块业务量产零的突破""(p5w 2025-11-25)",已入点,"佐证在册EMS1在建点:客户供应商代码+订单验证节奏,与年报产线在建口径一致",2026-07-28
001399+ANY+001399_惠科股份_2026_招股说明书.pdf,惠科股份,ANY,人工,主营业务为半导体显示面板等核心显示器件以及智能显示终端的研发、制造和销售,驳回-非本格,"纯显示业务(LCD/OLED/MiniLED面板+终端),发光器件/发光芯片均指显示;设备材料全为采购使用方;可重启:光通信产品线/客户/营收自述",2026-07-30
001399+EQ2+001399_惠科股份_2026_招股说明书.pdf,惠科股份,EQ2,人工,公司采购的设备主要包括彩膜/阵列曝光机、彩膜/阵列/金属溅镀机、彩膜/阵列涂布机、干法/湿法刻蚀机等,驳回-非本格,设备采购方非制造方;可重启:披露设备制造销售且满足KN001准入线,2026-07-30
301583+EQ2+301583_托伦斯_2026_招股说明书.pdf,托伦斯,EQ2,人工,多款产品已进入北方华创、中微公司等客户半导体设备的供应体系并应用于刻蚀设备、薄膜沉积设备、抛光设备、退火设备等核心设备,驳回-非本格,"通用半导体设备精密金属零部件(匀气环/腔体/静电卡盘基体等),应用面为逻辑/存储/先进封装前道,全文零光通信命中=相邻能力观察;可重启:零部件进入III-V/硅光制造设备供应链自述",2026-07-30
301583+ANY+301583_托伦斯_2026_招股说明书.pdf,托伦斯,ANY,人工,公司成功将半导体级别工艺技术应用至高端工业激光设备领域，为Lumentum等国际领先客户提供高功率激光器的腔体及光纤激光器的冷却部件,驳回-非本格,"工业高功率/光纤激光器金属结构件(2025年该业务收入4,632.04万元占6.49%),非光通信激光器;树无工业激光格;可重启:Lumentum合作延伸至电信/数通光器件口径",2026-07-30
603459+ANY+603459_红板科技_2026_招股说明书.pdf,红板科技,ANY,人工,公司通讯电子领域 PCB 产品主要应用于通讯模组、开发套件、服务器、光模块等,已入点,已入点:P198@B1(招股书产品应用含光模块;注记随点),2026-07-30
688635+ANY+688635_长进光子_2026_招股说明书.pdf,长进光子,ANY,人工,在光通信领域，公司生产超宽带L波段掺铒光纤并批量销售,驳回-非本格,"掺铒增益光纤系EDFA增益介质,终端为光传输线路放大子系统(树外);2025年光通信收入5,884.44万元属实但环节在树外,同特发信息/通鼎互联光纤不占格先例;备查M4按格语义不采(增益光纤非无源结构材料);可重启:光纤/器件进入光模块内部披露,或树增设放大器/子系统格",2026-07-30
688781+ANY+688781_视涯科技_2026_招股说明书.pdf,视涯科技,ANY,人工,公司是全球领先的微显示整体解决方案提供商,驳回-非本格,"硅基OLED微显示(XR近眼显示),全文零光通信业务命中;封装/自研设备均自用;可重启:光通信应用自述",2026-07-30
688797+M4+688797_臻宝科技_2026_招股说明书.pdf,臻宝科技,M4,人工,公司主要产品为硅、石英、碳化硅和氧化铝陶瓷等设备零部件产品,驳回-证据不足,"石英/陶瓷件自述用途均为半导体/显示设备真空腔体零部件,两处光通讯为释义定义句+竞品转述;无光通信客户;相邻能力观察;可重启:光通信/光器件客户或光应用收入披露",2026-07-30
688820+D12+688820_盛合晶微_2026_招股说明书.pdf,盛合晶微,D12,人工,中段硅片加工、晶圆级封装和芯粒多芯片集成封装,驳回-非本格,"先进封测(Bumping/WLCSP/2.5D/3DIC),适用芯片与场景全为逻辑/射频/存储/CIS,无光通信应用;召回CPO命中系软件著作权OCAP系统假阳性;可重启:光引擎/光电合封/硅光封装自述",2026-07-30
688820+P1+688820_盛合晶微_2026_招股说明书.pdf,盛合晶微,P1,人工,"在研项目多维桥接互联微凸块工艺平台开发,研发目标提及光处理芯片",驳回-证据不足,"光处理芯片仅为工艺平台研发目标中的预期方向,无光子/光芯片客户送样/验证/量产实证,连在建都不够;可重启:光处理/硅光芯片客户封装验证或订单",2026-07-30
920161+ANY+920161_龙辰科技_2026_招股说明书.pdf,龙辰科技,ANY,人工,公司主营业务为薄膜电容器相关 BOPP 薄膜材料的研发、生产和销售,驳回-非本格,"BOPP电容膜(电力电子薄膜电容介质),不落入M1-M5任何材料格,与光模块BOM无环节对应;可重启:光通信功能薄膜材料送样/销售披露",2026-07-30
920012+M4+920012_创达新材_2026_招股说明书.pdf,创达新材,M4,人工,公司主营业务为高性能热固性复合材料的研发、生产和销售,驳回-非本格,环氧塑封料/有机硅胶/导电银胶全指向LED照明/显示封装(亿光/晶台/高科华烨均为LED厂);M3靶材特气/M5板材亦无对应产品;可重启:光通信器件封装材料送样/验证/销售披露,2026-07-30
920189+ANY+920189_康美特_2026_招股说明书.pdf,康美特,ANY,人工,公司电子封装材料产品形态主要为LED芯片封装用电子胶粘剂,驳回-非本格,"LED/MiniLED封装胶+改性聚苯乙烯双主业,全部指向显示照明;光电子器件/发光元件均LED含义;召回词有机硅光元件系LED发光元件专利名误报;可重启:光通信器件封装/结构胶披露",2026-07-30
中科蓝讯+ANY+688332__em_中科蓝讯_em__2025_2025年年度报告.pdf,中科蓝讯,ANY,人工,深圳市芯光算力科技有限公司系公司全资子公司，成立于2025年11月，专注于光芯片设计、高性能光模块的研发、生产及销售。目前光模块的研发设计工作正有序开展。,驳回-证据不足,"并表全资子公司芯光算力(注册资本2,000.00万元,2025-11-05设立并纳入合并范围)切入光芯片/光模块,但阶段仅自述研发设计有序开展=纯研发愿景,无送样/客户验证/产线/订单,连在建都不够;高优先跟踪,可重启:送样/客户导入/产线建成/首笔订单任一披露",2026-07-30
赛微电子+D12+300456__em_赛微电子_em__2025_2025年年度报告.pdf,赛微电子,D12,人工,公司主要从事的是 MEMS 代工环节，处在产业链的上游,驳回-非本格,晶圆代工厂无COB/光引擎组件组装业务;MEMS封测产线2025-12通线处起步阶段;可重启:封测线披露光器件/光引擎封装客户/订单,2026-07-30
赛微电子+ANY+300456_2026-04-02_300456赛微电子投资者关系管理信息20260402.pdf,赛微电子,ANY,人工,光电共封装（CPO）是我们一直很关注的领域，公司的 TSV 工艺已经比较成熟,驳回-证据不足,"CPO/TSV为平台能力+关注口径,公司自述一般不以工艺环节划分订单,未指明CPO/硅光客户或产品;可重启:TSV/TGV中介层在CPO或硅光客户处验证/流片/订单披露",2026-07-30
京东方Ａ+B1+000725_2026-07-30投关表037号,京东方Ａ,B1,人工,已于2025年完成大尺寸高层数（9-2-9，20层）玻璃基载板样品开发和送样，且已通过六项信赖性标准测试,已入点,已入点:P267@B1在建(玻璃基封装载板送样+可靠性测试通过;玻璃载板CPO项目组前瞻预研;格归属注记随点),2026-08-02
顺络电子+D4M4+002138_2026-07-31投关表,顺络电子,D4,人工,公司高频通信磁珠、大电流磁珠、功率电感、热敏电阻、陶瓷管壳、陶瓷基板等产品均可用于光模块,已入点,"已入点:P268@D4+P269@M4在建(陶瓷管壳/陶瓷基板可用于光模块,认证导入阶段;磁件树无格记非本格观察)",2026-08-02
华工科技+ANY+qa2026-07-29TGV,华工科技,ANY,人工,公司TGV玻璃通孔激光加工智能装备已完成整机定型，核心部件（激光器、振镜、控制系统）实现100%国产化，并已成功完成初步中试验证,驳回-非本格,"驳回-非本格:TGV玻璃通孔激光加工设备=玻璃基载板制造设备,树无对应格(先进封装设备层);整机定型+核心部件100%国产化+初步中试验证(互动易2026-07-29)=相邻能力观察;注记:与京东方玻璃基载板线潜在上下游,未实证不记边",2026-08-02
广合科技+ANY+001389_2026-08-10投关表,广合科技,ANY,人工,今年新上的研发项目基本都是围绕AI算力产品、加速卡产品、光模块产品以及交换类产品展开,驳回-证据不足,"驳回-证据不足:投关表2026-08-10自述研发项目围绕光模块产品展开=研发方向口径,无送样/出货/客户证据;另述泰国工厂100%做算力产品/100%北美客户;可重启:光模块PCB送样或供货披露;日更第6轮捞获",2026-08-11
600703+ANY+sanan-inquiry-20260810.pdf,三安光电,ANY,扫描,"问询函回复(2026-08-10)命中CPO/光模块/光芯片:泉州光通减值预测口径""停产低毛利低端产品,重点发展高毛利光模块产品""",已入点,"C1/C2点在册(P098/P128)+出货量SE039已采(光技术381.82KK);光模块产品为规划口径同M2b待判行(2026-08-10)处置一致,无新状态"
600703+C1+sanan-inquiry-20260810.pdf,三安光电,C1,扫描,问询函回复研发项目表:高功率连续波DFB激光器的设计与开发等,已入点,"P128在册(CW/EML/DFB/FP自述);研发项目表佐证在研方向,无状态变化"
600703+C2+sanan-inquiry-20260810.pdf,三安光电,C2,扫描,问询函回复研发项目表:VCSEL技术开发与应用(报告期投入口径),已入点,"P098在册;VCSEL未指明光通信应用同M2b行注记,无状态变化"
600703+EQ1+sanan-inquiry-20260810.pdf,三安光电,EQ1,扫描,问询函回复设备采购明细:AIXTRON MOCVD/SIC外延炉等供应商金额,驳回-非本格,"采购设备明细,三安为买方非制造方(同2025年报EQ3先例)"
600703+EQ2+sanan-inquiry-20260810.pdf,三安光电,EQ2,扫描,问询函回复设备采购明细:佳能光刻机/辛耘ICP刻蚀机/TEL涂胶显影机,驳回-非本格,"采购设备明细,三安为买方非制造方"
600703+EQ3+sanan-inquiry-20260810.pdf,三安光电,EQ3,扫描,问询函回复设备采购明细:Kaijo固晶机、焊线机已全部交付,驳回-非本格,"采购设备明细,三安为买方非制造方"
600703+EQ5+sanan-inquiry-20260810.pdf,三安光电,EQ5,扫描,问询函回复设备采购明细:Kaijo焊线机交付收款,驳回-非本格,"采购设备明细,三安为买方非制造方"
600703+EQ7+sanan-inquiry-20260810.pdf,三安光电,EQ7,扫描,问询函回复设备采购明细:亚舍立分选机已交付2台,驳回-非本格,"采购设备明细,三安为买方非制造方"
一博科技+ANY+301366_2026-08-13_一博科技投资者关系活动记录表--2026年8,一博科技,ANY,扫描,"投关表2026-08-13:ATE/机器人/光模块/算力卡等市场需求增长迅猛,客户研发定型后量产订单稳步增长;AI相关的服务器、光模块业务保持较高增长",驳回-证据不足,光模块业务增长自述但未明角色与产品形态(PCB设计/PCBA何环节用于光模块未述);可重启:明确光模块PCBA/PCB供货或送样披露(同广合科技2026-08-11先例)
鹏鼎控股+B1+002938_2026-08-13_2026年8月12日投资者关系活动记录表.p,鹏鼎控股,B1,扫描,"投关表2026-08-12:将AI服务器、高速光模块业务确立为第二核心增长曲线,集中资源全速推进高阶HDI包括类载板产能建设",已入点,"P188在册(1.6T光模块PCB已供货/3.2T开发中,互动易2026-06-12);本件为战略口径佐证,无状态变化"
600703+M1+sanan-inquiry-20260810.pdf,三安光电,M1,扫描,"问询函回复供应商明细:向住友电气(亚洲)采购砷化镓衬底,产能增加故采购需求增加",驳回-非本格,"采购明细命中,三安为GaAs衬底买方非制造方;自产衬底为SiC口径不在M1(InP/GaAs/SOI)范围"
600703+M3+sanan-inquiry-20260810.pdf,三安光电,M3,扫描,问询函回复成本结构句:材料费用由MO源、特气和衬底组成,驳回-非本格,"成本结构句,三安为MO源/特气使用方非制造方"
